Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-11-18 00:00:00-05:00,25.59539587957191,26.20720788093113,24.805461957742033,24.89839744567871,10095400,0.0,0.0
2010-11-19 00:00:00-05:00,24.627341557316374,25.432764776847907,24.588619912088777,25.246896743774414,753400,0.0,0.0
2010-11-22 00:00:00-05:00,25.122981671877284,25.1617062651581,24.81320560553259,24.937116622924805,379400,0.0,0.0
2010-11-23 00:00:00-05:00,24.789962927434424,25.556664151869672,24.39499759951196,25.37079620361328,288400,0.0,0.0
2010-11-24 00:00:00-05:00,25.479228776122742,25.564415201385117,24.9913278460549,25.510204315185547,66300,0.0,0.0
2010-11-26 00:00:00-05:00,24.882904403596296,25.51020260302387,24.875158303646693,25.47922706604004,123600,0.0,0.0
2010-11-29 00:00:00-05:00,25.657352631726337,26.036828863969113,25.448252217231115,25.99036407470703,336200,0.0,0.0
2010-11-30 00:00:00-05:00,25.850971390788064,26.547970022874836,25.696081821122288,26.25368309020996,662900,0.0,0.0
2010-12-01 00:00:00-05:00,25.97487623994762,27.454065515457764,25.8277298545541,27.11330795288086,359800,0.0,0.0
2010-12-02 00:00:00-05:00,26.888726861793305,27.198503037575588,26.501504426360903,26.87323760986328,241900,0.0,0.0
2010-12-03 00:00:00-05:00,26.625402943116615,27.128790099447016,26.61765684366477,26.88096809387207,140600,0.0,0.0
2010-12-06 00:00:00-05:00,26.71835178774844,27.678664862028857,26.71835178774844,27.399864196777344,556300,0.0,0.0
2010-12-07 00:00:00-05:00,27.136538118939775,28.5150484917706,27.12879201893986,27.67864990234375,324900,0.0,0.0
2010-12-08 00:00:00-05:00,27.84129058685615,27.88001223521725,27.554746843857135,27.67091178894043,151400,0.0,0.0
2010-12-09 00:00:00-05:00,27.996171495946275,27.996171495946275,27.159769968922884,27.717370986938477,150400,0.0,0.0
2010-12-10 00:00:00-05:00,27.02037936555133,27.71738088702565,26.7957896581571,26.98940086364746,290200,0.0,0.0
2010-12-13 00:00:00-05:00,27.492788957101094,27.492788957101094,25.9903671874905,26.152999877929688,407800,0.0,0.0
2010-12-14 00:00:00-05:00,26.098784048241857,26.70284990099841,25.12298218149632,26.060062408447266,334000,0.0,0.0
2010-12-15 00:00:00-05:00,26.129768236888793,26.17623303306082,25.394045103350305,25.796756744384766,229000,0.0,0.0
2010-12-16 00:00:00-05:00,26.191718542612133,26.33111881976441,25.579906543362924,25.843217849731445,183900,0.0,0.0
2010-12-17 00:00:00-05:00,26.09104296990059,26.803533687207487,25.765777587890625,25.765777587890625,1422700,0.0,0.0
2010-12-20 00:00:00-05:00,25.727054879824017,26.16074203795483,25.32434326565098,26.106531143188477,201100,0.0,0.0
2010-12-21 00:00:00-05:00,26.106533059438625,26.57120170417883,25.87420021420473,26.39307975769043,164300,0.0,0.0
2010-12-22 00:00:00-05:00,26.478257682600734,26.84224756071651,26.238181766627743,26.803525924682617,178200,0.0,0.0
2010-12-23 00:00:00-05:00,26.78030336147771,27.36888012628849,26.23044529263795,26.98940086364746,50100,0.0,0.0
2010-12-27 00:00:00-05:00,26.92744977271692,27.159782653977995,26.408570148770067,27.105571746826172,56800,0.0,0.0
2010-12-28 00:00:00-05:00,27.469552316979442,27.787074501102367,27.469552316979442,27.632184982299805,213800,0.0,0.0
2010-12-29 00:00:00-05:00,27.68640181902044,28.15106752098731,27.392111965496095,28.034902572631836,119200,0.0,0.0
2010-12-30 00:00:00-05:00,28.197528400369873,28.398882701007203,28.003917246026692,28.11233901977539,102500,0.0,0.0
2010-12-31 00:00:00-05:00,28.11233689249638,28.824827422785972,27.252702959578244,28.166547775268555,81000,0.0,0.0
2011-01-03 00:00:00-05:00,28.073628808915636,28.073628808915636,26.656393164097285,27.082340240478516,266500,0.0,0.0
2011-01-04 00:00:00-05:00,27.097823704695934,27.097823704695934,25.94389970166732,26.07555389404297,146200,0.0,0.0
2011-01-05 00:00:00-05:00,26.083300459398732,26.625412396931946,25.556677771997595,26.424055099487305,437300,0.0,0.0
2011-01-06 00:00:00-05:00,26.29240067094192,26.617666058005668,25.68833173825267,26.4782657623291,388100,0.0,0.0
2011-01-07 00:00:00-05:00,26.478266141634464,26.516990744311197,26.16849000012745,26.30014419555664,210900,0.0,0.0
