Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-03-16 00:00:00-05:00,2.684734283848576,2.95775783791603,2.5482221162511496,2.8212456703186035,7061850,0.0,0.0
1993-03-17 00:00:00-05:00,2.821244970792202,2.9122537108977427,2.7757415771484375,2.7757415771484375,1631250,0.0,0.0
1993-03-18 00:00:00-05:00,2.9122536182403564,2.9122536182403564,2.775741488834374,2.9122536182403564,298800,0.0,0.0
1993-03-19 00:00:00-05:00,2.775741488834374,2.957757010436367,2.775741488834374,2.9122536182403564,479700,0.0,0.0
1993-03-22 00:00:00-05:00,2.957758278564776,3.0032626666796074,2.8212460906296752,2.866750478744507,174600,0.0,0.0
1993-03-23 00:00:00-05:00,2.8667505736404597,3.0942705689272576,2.8667505736404597,3.0487663745880127,527400,0.0,0.0
1993-03-24 00:00:00-05:00,2.957758278564776,3.0942704664998764,2.866750478744507,2.866750478744507,238500,0.0,0.0
1993-03-25 00:00:00-05:00,2.8667499562229715,3.0032621192760467,2.8667499562229715,2.8895020484924316,132750,0.0,0.0
1993-03-26 00:00:00-05:00,3.003262332886415,3.003262332886415,2.86675016012376,2.9577579498291016,195300,0.0,0.0
1993-03-29 00:00:00-05:00,3.0032613790413527,3.0032613790413527,2.9122536182403564,2.9122536182403564,488700,0.0,0.0
1993-03-30 00:00:00-05:00,3.0032622814178467,3.0032622814178467,2.912254493272156,3.0032622814178467,34200,0.0,0.0
1993-03-31 00:00:00-05:00,2.9122536182403564,3.0032613790413527,2.9122536182403564,2.9122536182403564,110250,0.0,0.0
1993-04-01 00:00:00-05:00,3.003262332886415,3.003262332886415,2.912254543181074,2.9577579498291016,131850,0.0,0.0
1993-04-02 00:00:00-05:00,3.00326213732589,3.00326213732589,2.8212455933581175,2.9350056648254395,151200,0.0,0.0
1993-04-05 00:00:00-04:00,2.8212448810303843,2.957757010436367,2.8212448810303843,2.9122536182403564,120600,0.0,0.0
1993-04-06 00:00:00-04:00,2.957757739455283,2.957757739455283,2.821245576402208,2.8895020484924316,333000,0.0,0.0
1993-04-07 00:00:00-04:00,2.8212460906296752,2.957758278564776,2.8212460906296752,2.866750478744507,751950,0.0,0.0
1993-04-08 00:00:00-04:00,2.8212456703186035,2.95775783791603,2.8212456703186035,2.8212456703186035,59400,0.0,0.0
1993-04-12 00:00:00-04:00,2.9577579498291016,2.9577579498291016,2.8212457770664465,2.9577579498291016,181350,0.0,0.0
1993-04-13 00:00:00-04:00,2.8212456703186035,2.95775783791603,2.8212456703186035,2.8212456703186035,109350,0.0,0.0
1993-04-14 00:00:00-04:00,2.912254493272156,3.0032622814178467,2.8667501109946762,3.0032622814178467,81000,0.0,0.0
1993-04-15 00:00:00-04:00,3.0032626666796074,3.048766273666924,2.866750478744507,2.866750478744507,293400,0.0,0.0
1993-04-16 00:00:00-04:00,3.0487663745880127,3.0942705689272576,2.91225496326159,3.0487663745880127,69300,0.0,0.0
